date,product_id,stock_level,stock_before_sale,reorder_triggered,order_quantity
2023-10-03,SKU_0040,6112,6149,0,0
2023-10-04,SKU_0040,6072,6112,0,0
2023-10-05,SKU_0040,6032,6072,0,0
2023-10-06,SKU_0040,5997,6032,0,0
2023-10-07,SKU_0040,5953,5997,0,0
2023-10-08,SKU_0040,5910,5953,0,0
2023-10-09,SKU_0040,5869,5910,0,0
2023-10-10,SKU_0040,5835,5869,0,0
2023-10-11,SKU_0040,5803,5835,0,0
2023-10-12,SKU_0040,5765,5803,0,0
2023-10-13,SKU_0040,5733,5765,0,0
2023-10-14,SKU_0040,5678,5733,0,0
2023-10-15,SKU_0040,5624,5678,0,0
2023-10-16,SKU_0040,5580,5624,0,0
2023-10-17,SKU_0040,5536,5580,0,0
2023-10-18,SKU_0040,5491,5536,0,0
2023-10-19,SKU_0040,5458,5491,0,0
2023-10-20,SKU_0040,5415,5458,0,0
2023-10-21,SKU_0040,5355,5415,0,0
2023-10-22,SKU_0040,5312,5355,0,0
2023-10-23,SKU_0040,5281,5312,0,0
2023-10-24,SKU_0040,5246,5281,0,0
2023-10-25,SKU_0040,5209,5246,0,0
2023-10-26,SKU_0040,5170,5209,0,0
2023-10-27,SKU_0040,5126,5170,0,0
2023-10-28,SKU_0040,5076,5126,0,0
2023-10-29,SKU_0040,5020,5076,0,0
2023-10-30,SKU_0040,4976,5020,0,0
2023-10-31,SKU_0040,4883,4976,0,0
2023-11-01,SKU_0040,4841,4883,0,0
2023-11-02,SKU_0040,4800,4841,0,0
2023-11-03,SKU_0040,4763,4800,0,0
2023-11-04,SKU_0040,4710,4763,0,0
2023-11-05,SKU_0040,4634,4710,0,0
2023-11-06,SKU_0040,4581,4634,0,0
2023-11-07,SKU_0040,4535,4581,0,0
2023-11-08,SKU_0040,4488,4535,0,0
2023-11-09,SKU_0040,4437,4488,0,0
2023-11-10,SKU_0040,4396,4437,0,0
2023-11-11,SKU_0040,4331,4396,0,0
2023-11-12,SKU_0040,4267,4331,0,0
2023-11-13,SKU_0040,4222,4267,0,0
2023-11-14,SKU_0040,4173,4222,0,0
2023-11-15,SKU_0040,4119,4173,0,0
2023-11-16,SKU_0040,4072,4119,0,0
2023-11-17,SKU_0040,4017,4072,0,0
2023-11-18,SKU_0040,3943,4017,0,0
2023-11-19,SKU_0040,3889,3943,0,0
2023-11-20,SKU_0040,3841,3889,0,0
2023-11-21,SKU_0040,3788,3841,0,0
2023-11-22,SKU_0040,3736,3788,0,0
2023-11-23,SKU_0040,3622,3736,0,0
2023-11-25,SKU_0040,3434,3622,0,0
2023-11-26,SKU_0040,3380,3434,0,0
2023-11-27,SKU_0040,3239,3380,0,0
2023-11-28,SKU_0040,3078,3239,0,0
2023-11-29,SKU_0040,3034,3078,0,0
2023-11-30,SKU_0040,2984,3034,0,0
2023-12-01,SKU_0040,2930,2984,0,0
2023-12-03,SKU_0040,2836,2930,0,0
2023-12-04,SKU_0040,2787,2836,0,0
2023-12-06,SKU_0040,2732,2787,0,0
2023-12-07,SKU_0040,2683,2732,0,0
2023-12-08,SKU_0040,7070,2683,1,4440
2023-12-09,SKU_0040,6996,7070,0,0
2023-12-10,SKU_0040,6898,6996,0,0
2023-12-11,SKU_0040,6847,6898,0,0
2023-12-12,SKU_0040,6779,6847,0,0
2023-12-13,SKU_0040,6719,6779,0,0
2023-12-14,SKU_0040,6666,6719,0,0
2023-12-15,SKU_0040,6612,6666,0,0
2023-12-16,SKU_0040,6528,6612,0,0
2023-12-17,SKU_0040,6450,6528,0,0
2023-12-18,SKU_0040,6400,6450,0,0
2023-12-19,SKU_0040,6327,6400,0,0
2023-12-21,SKU_0040,6260,6327,0,0
2023-12-22,SKU_0040,6194,6260,0,0
2023-12-23,SKU_0040,6125,6194,0,0
2023-12-24,SKU_0040,5881,6125,0,0
2023-12-25,SKU_0040,5701,5881,0,0
2023-12-26,SKU_0040,5568,5701,0,0
2023-12-27,SKU_0040,5510,5568,0,0
2023-12-28,SKU_0040,5441,5510,0,0
2023-12-29,SKU_0040,5385,5441,0,0
2023-12-30,SKU_0040,5295,5385,0,0
2023-12-31,SKU_0040,5200,5295,0,0
2024-01-02,SKU_0040,5056,5200,0,0
2024-01-03,SKU_0040,4871,5056,0,0
2024-01-04,SKU_0040,4796,4871,0,0
2024-01-05,SKU_0040,4628,4796,0,0
2024-01-06,SKU_0040,4392,4628,0,0
2024-01-07,SKU_0040,4143,4392,0,0
2024-01-08,SKU_0040,4063,4143,0,0
2024-01-09,SKU_0040,3901,4063,0,0
2024-01-10,SKU_0040,3823,3901,0,0
2024-01-11,SKU_0040,3748,3823,0,0
2024-01-13,SKU_0040,3531,3748,0,0
2024-01-14,SKU_0040,3404,3531,0,0
2024-01-15,SKU_0040,3342,3404,0,0
2024-01-16,SKU_0040,3273,3342,0,0
2024-01-17,SKU_0040,3181,3273,0,0
2024-01-18,SKU_0040,3100,3181,0,0
2024-01-19,SKU_0040,3021,3100,0,0
2024-01-20,SKU_0040,2897,3021,0,0
2024-01-21,SKU_0040,2778,2897,0,0
2024-01-22,SKU_0040,2704,2778,0,0
2024-01-23,SKU_0040,7057,2704,1,4440
2024-01-24,SKU_0040,6964,7057,0,0
2024-01-25,SKU_0040,6884,6964,0,0
2024-01-26,SKU_0040,6805,6884,0,0
2024-01-27,SKU_0040,6699,6805,0,0
2024-01-28,SKU_0040,6575,6699,0,0
2024-01-29,SKU_0040,6492,6575,0,0
2024-01-30,SKU_0040,6404,6492,0,0
2024-01-31,SKU_0040,6327,6404,0,0
2024-02-01,SKU_0040,6231,6327,0,0
2024-02-02,SKU_0040,6134,6231,0,0
2024-02-03,SKU_0040,5988,6134,0,0
2024-02-04,SKU_0040,5860,5988,0,0
2024-02-05,SKU_0040,5768,5860,0,0
2024-02-06,SKU_0040,5696,5768,0,0
2024-02-07,SKU_0040,5593,5696,0,0
2024-02-08,SKU_0040,5511,5593,0,0
2024-02-09,SKU_0040,5409,5511,0,0
2024-02-10,SKU_0040,5279,5409,0,0
2024-02-11,SKU_0040,5131,5279,0,0
2024-02-12,SKU_0040,5030,5131,0,0
2024-02-13,SKU_0040,4936,5030,0,0
2024-02-14,SKU_0040,4765,4936,0,0
2024-02-15,SKU_0040,4663,4765,0,0
2024-02-16,SKU_0040,4576,4663,0,0
2024-02-17,SKU_0040,4426,4576,0,0
2024-02-18,SKU_0040,4306,4426,0,0
2024-02-19,SKU_0040,4217,4306,0,0
2024-02-20,SKU_0040,4132,4217,0,0
2024-02-22,SKU_0040,4051,4132,0,0
2024-02-23,SKU_0040,3941,4051,0,0
2024-02-24,SKU_0040,3816,3941,0,0
2024-02-25,SKU_0040,3701,3816,0,0
2024-02-26,SKU_0040,3593,3701,0,0
2024-02-27,SKU_0040,3484,3593,0,0
2024-02-28,SKU_0040,3392,3484,0,0
2024-02-29,SKU_0040,3300,3392,0,0
2024-03-01,SKU_0040,3206,3300,0,0
2024-03-03,SKU_0040,3093,3206,0,0
2024-03-04,SKU_0040,2888,3093,0,0
2024-03-05,SKU_0040,2706,2888,0,0
2024-03-06,SKU_0040,7062,2706,1,4440
2024-03-07,SKU_0040,6900,7062,0,0
2024-03-08,SKU_0040,6811,6900,0,0
2024-03-09,SKU_0040,6559,6811,0,0
2024-03-10,SKU_0040,6438,6559,0,0
2024-03-11,SKU_0040,6345,6438,0,0
2024-03-12,SKU_0040,6240,6345,0,0
2024-03-13,SKU_0040,6149,6240,0,0
2024-03-14,SKU_0040,6066,6149,0,0
2024-03-15,SKU_0040,5969,6066,0,0
2024-03-16,SKU_0040,5816,5969,0,0
2024-03-17,SKU_0040,5687,5816,0,0
2024-03-18,SKU_0040,5599,5687,0,0
2024-03-19,SKU_0040,5502,5599,0,0
2024-03-20,SKU_0040,5420,5502,0,0
2024-03-21,SKU_0040,5338,5420,0,0
2024-03-22,SKU_0040,5230,5338,0,0
2024-03-23,SKU_0040,5099,5230,0,0
2024-03-24,SKU_0040,4935,5099,0,0
2024-03-25,SKU_0040,4843,4935,0,0
2024-03-26,SKU_0040,4733,4843,0,0
2024-03-27,SKU_0040,4642,4733,0,0
2024-03-28,SKU_0040,4535,4642,0,0
2024-03-29,SKU_0040,4450,4535,0,0
2024-03-30,SKU_0040,4301,4450,0,0
2024-04-01,SKU_0040,4189,4301,0,0
2024-04-02,SKU_0040,4104,4189,0,0
2024-04-03,SKU_0040,4023,4104,0,0
2024-04-04,SKU_0040,3910,4023,0,0
2024-04-05,SKU_0040,3829,3910,0,0
2024-04-06,SKU_0040,3676,3829,0,0
2024-04-07,SKU_0040,3559,3676,0,0
2024-04-08,SKU_0040,3454,3559,0,0
2024-04-09,SKU_0040,3008,3454,0,0
2024-04-10,SKU_0040,2910,3008,0,0
2024-04-11,SKU_0040,2824,2910,0,0
2024-04-12,SKU_0040,2729,2824,0,0
2024-04-13,SKU_0040,6844,2729,1,4440
2024-04-14,SKU_0040,6700,6844,0,0
2024-04-15,SKU_0040,6609,6700,0,0
2024-04-16,SKU_0040,6507,6609,0,0
2024-04-17,SKU_0040,6268,6507,0,0
2024-04-18,SKU_0040,6178,6268,0,0
2024-04-19,SKU_0040,6092,6178,0,0
2024-04-20,SKU_0040,5957,6092,0,0
2024-04-22,SKU_0040,5844,5957,0,0
2024-04-23,SKU_0040,5632,5844,0,0
2024-04-24,SKU_0040,5446,5632,0,0
2024-04-25,SKU_0040,5248,5446,0,0
2024-04-26,SKU_0040,5048,5248,0,0
2024-04-27,SKU_0040,4819,5048,0,0
2024-04-28,SKU_0040,4540,4819,0,0
2024-04-29,SKU_0040,4436,4540,0,0
2024-04-30,SKU_0040,4357,4436,0,0
2024-05-01,SKU_0040,4267,4357,0,0
2024-05-02,SKU_0040,4172,4267,0,0
2024-05-03,SKU_0040,4068,4172,0,0
2024-05-04,SKU_0040,3933,4068,0,0
2024-05-05,SKU_0040,3811,3933,0,0
2024-05-06,SKU_0040,3718,3811,0,0
2024-05-07,SKU_0040,3641,3718,0,0
2024-05-08,SKU_0040,3545,3641,0,0
2024-05-09,SKU_0040,3473,3545,0,0
2024-05-10,SKU_0040,3369,3473,0,0
2024-05-11,SKU_0040,3233,3369,0,0
2024-05-12,SKU_0040,3109,3233,0,0
2024-05-13,SKU_0040,3009,3109,0,0
2024-05-14,SKU_0040,2911,3009,0,0
2024-05-16,SKU_0040,2818,2911,0,0
2024-05-17,SKU_0040,2716,2818,0,0
2024-05-18,SKU_0040,7038,2716,1,4440
2024-05-19,SKU_0040,6930,7038,0,0
2024-05-20,SKU_0040,6859,6930,0,0
2024-05-21,SKU_0040,6768,6859,0,0
2024-05-22,SKU_0040,6680,6768,0,0
2024-05-23,SKU_0040,6583,6680,0,0
2024-05-24,SKU_0040,6507,6583,0,0
2024-05-25,SKU_0040,6375,6507,0,0
2024-05-26,SKU_0040,6251,6375,0,0
2024-05-27,SKU_0040,6152,6251,0,0
2024-05-28,SKU_0040,6074,6152,0,0
2024-05-29,SKU_0040,5829,6074,0,0
2024-05-30,SKU_0040,5541,5829,0,0
2024-05-31,SKU_0040,5321,5541,0,0
2024-06-01,SKU_0040,5230,5321,0,0
2024-06-02,SKU_0040,5143,5230,0,0
2024-06-03,SKU_0040,5067,5143,0,0
2024-06-04,SKU_0040,5004,5067,0,0
2024-06-05,SKU_0040,4932,5004,0,0
2024-06-06,SKU_0040,4864,4932,0,0
2024-06-07,SKU_0040,4798,4864,0,0
2024-06-08,SKU_0040,4682,4798,0,0
2024-06-09,SKU_0040,4576,4682,0,0
2024-06-10,SKU_0040,4491,4576,0,0
2024-06-11,SKU_0040,4418,4491,0,0
2024-06-12,SKU_0040,4347,4418,0,0
2024-06-13,SKU_0040,4272,4347,0,0
2024-06-14,SKU_0040,4213,4272,0,0
2024-06-15,SKU_0040,4103,4213,0,0
2024-06-16,SKU_0040,4016,4103,0,0
2024-06-17,SKU_0040,3941,4016,0,0
2024-06-18,SKU_0040,3872,3941,0,0
2024-06-19,SKU_0040,3808,3872,0,0
2024-06-20,SKU_0040,3729,3808,0,0
2024-06-21,SKU_0040,3665,3729,0,0
2024-06-22,SKU_0040,3561,3665,0,0
2024-06-23,SKU_0040,3456,3561,0,0
2024-06-24,SKU_0040,3389,3456,0,0
2024-06-25,SKU_0040,3319,3389,0,0
2024-06-26,SKU_0040,3252,3319,0,0
2024-06-27,SKU_0040,3177,3252,0,0
2024-06-28,SKU_0040,3114,3177,0,0
2024-06-29,SKU_0040,3023,3114,0,0
2024-06-30,SKU_0040,2924,3023,0,0
2024-07-01,SKU_0040,2777,2924,0,0
2024-07-02,SKU_0040,2727,2777,0,0
2024-07-03,SKU_0040,2670,2727,0,0
2024-07-04,SKU_0040,6814,2670,1,4440
2024-07-05,SKU_0040,6692,6814,0,0
2024-07-06,SKU_0040,6538,6692,0,0
2024-07-07,SKU_0040,6377,6538,0,0
2024-07-08,SKU_0040,6323,6377,0,0
2024-07-09,SKU_0040,6267,6323,0,0
2024-07-10,SKU_0040,6209,6267,0,0
2024-07-11,SKU_0040,6146,6209,0,0
2024-07-12,SKU_0040,6079,6146,0,0
2024-07-13,SKU_0040,6005,6079,0,0
2024-07-14,SKU_0040,5909,6005,0,0
2024-07-15,SKU_0040,5847,5909,0,0
2024-07-16,SKU_0040,5800,5847,0,0
2024-07-17,SKU_0040,5746,5800,0,0
2024-07-18,SKU_0040,5684,5746,0,0
2024-07-19,SKU_0040,5616,5684,0,0
2024-07-20,SKU_0040,5548,5616,0,0
2024-07-21,SKU_0040,5475,5548,0,0
2024-07-22,SKU_0040,5414,5475,0,0
2024-07-23,SKU_0040,5367,5414,0,0
2024-07-24,SKU_0040,5301,5367,0,0
2024-07-25,SKU_0040,5183,5301,0,0
2024-07-26,SKU_0040,5134,5183,0,0
2024-07-27,SKU_0040,5057,5134,0,0
2024-07-28,SKU_0040,4918,5057,0,0
2024-07-29,SKU_0040,4858,4918,0,0
2024-07-30,SKU_0040,4807,4858,0,0
2024-07-31,SKU_0040,4748,4807,0,0
2024-08-01,SKU_0040,4691,4748,0,0
2024-08-02,SKU_0040,4634,4691,0,0
2024-08-03,SKU_0040,4551,4634,0,0
2024-08-04,SKU_0040,4482,4551,0,0
2024-08-05,SKU_0040,4441,4482,0,0
2024-08-06,SKU_0040,4382,4441,0,0
2024-08-07,SKU_0040,4342,4382,0,0
2024-08-08,SKU_0040,4301,4342,0,0
2024-08-09,SKU_0040,4261,4301,0,0
2024-08-10,SKU_0040,4190,4261,0,0
2024-08-11,SKU_0040,4123,4190,0,0
2024-08-12,SKU_0040,4021,4123,0,0
2024-08-13,SKU_0040,3916,4021,0,0
2024-08-14,SKU_0040,3863,3916,0,0
2024-08-15,SKU_0040,3764,3863,0,0
2024-08-16,SKU_0040,3671,3764,0,0
2024-08-17,SKU_0040,3530,3671,0,0
2024-08-18,SKU_0040,3448,3530,0,0
2024-08-19,SKU_0040,3404,3448,0,0
2024-08-20,SKU_0040,3357,3404,0,0
2024-08-21,SKU_0040,3299,3357,0,0
2024-08-22,SKU_0040,3242,3299,0,0
2024-08-23,SKU_0040,3194,3242,0,0
2024-08-24,SKU_0040,3115,3194,0,0
2024-08-25,SKU_0040,3047,3115,0,0
2024-08-26,SKU_0040,3003,3047,0,0
2024-08-28,SKU_0040,2955,3003,0,0
2024-08-29,SKU_0040,2915,2955,0,0
2024-08-30,SKU_0040,2866,2915,0,0
2024-08-31,SKU_0040,2808,2866,0,0
2024-09-01,SKU_0040,2740,2808,0,0
2024-09-02,SKU_0040,2702,2740,0,0
2024-09-03,SKU_0040,7098,2702,1,4440
2024-09-04,SKU_0040,6959,7098,0,0
2024-09-05,SKU_0040,6869,6959,0,0
2024-09-06,SKU_0040,6742,6869,0,0
2024-09-07,SKU_0040,6681,6742,0,0
2024-09-08,SKU_0040,6615,6681,0,0
2024-09-09,SKU_0040,6574,6615,0,0
2024-09-10,SKU_0040,6536,6574,0,0
2024-09-11,SKU_0040,6489,6536,0,0
2024-09-13,SKU_0040,6449,6489,0,0
2024-09-14,SKU_0040,6383,6449,0,0
2024-09-15,SKU_0040,6316,6383,0,0
2024-09-16,SKU_0040,6265,6316,0,0
2024-09-17,SKU_0040,6220,6265,0,0
2024-09-18,SKU_0040,6173,6220,0,0
2024-09-19,SKU_0040,6123,6173,0,0
2024-09-20,SKU_0040,6085,6123,0,0
2024-09-21,SKU_0040,6033,6085,0,0
2024-09-22,SKU_0040,5981,6033,0,0
2024-09-23,SKU_0040,5876,5981,0,0
2024-09-24,SKU_0040,5789,5876,0,0
2024-09-25,SKU_0040,5739,5789,0,0
2024-09-26,SKU_0040,5636,5739,0,0
2024-09-27,SKU_0040,5530,5636,0,0
2024-09-28,SKU_0040,5409,5530,0,0
2024-09-29,SKU_0040,5351,5409,0,0
2024-09-30,SKU_0040,5302,5351,0,0
2024-10-01,SKU_0040,5244,5302,0,0
2024-10-02,SKU_0040,5196,5244,0,0
2024-10-03,SKU_0040,5150,5196,0,0
2024-10-04,SKU_0040,5109,5150,0,0
2024-10-05,SKU_0040,5036,5109,0,0
2024-10-06,SKU_0040,4964,5036,0,0
2024-10-07,SKU_0040,4917,4964,0,0
2024-10-08,SKU_0040,4865,4917,0,0
2024-10-09,SKU_0040,4811,4865,0,0
2024-10-10,SKU_0040,4769,4811,0,0
2024-10-11,SKU_0040,4713,4769,0,0
2024-10-12,SKU_0040,4637,4713,0,0
2024-10-13,SKU_0040,4558,4637,0,0
2024-10-14,SKU_0040,4517,4558,0,0
2024-10-15,SKU_0040,4460,4517,0,0
2024-10-16,SKU_0040,4357,4460,0,0
2024-10-17,SKU_0040,4251,4357,0,0
2024-10-18,SKU_0040,4210,4251,0,0
2024-10-19,SKU_0040,4067,4210,0,0
2024-10-20,SKU_0040,3990,4067,0,0
2024-10-21,SKU_0040,3942,3990,0,0
2024-10-22,SKU_0040,3894,3942,0,0
2024-10-23,SKU_0040,3837,3894,0,0
2024-10-24,SKU_0040,3784,3837,0,0
2024-10-25,SKU_0040,3741,3784,0,0
2024-10-26,SKU_0040,3679,3741,0,0
2024-10-27,SKU_0040,3605,3679,0,0
2024-10-28,SKU_0040,3492,3605,0,0
2024-10-29,SKU_0040,3446,3492,0,0
2024-10-31,SKU_0040,3138,3446,0,0
2024-11-01,SKU_0040,3001,3138,0,0
2024-11-02,SKU_0040,2839,3001,0,0
2024-11-03,SKU_0040,2685,2839,0,0
2024-11-04,SKU_0040,7065,2685,1,4440
2024-11-05,SKU_0040,7009,7065,0,0
2024-11-06,SKU_0040,6944,7009,0,0
2024-11-07,SKU_0040,6887,6944,0,0
2024-11-08,SKU_0040,6823,6887,0,0
2024-11-09,SKU_0040,6733,6823,0,0
2024-11-10,SKU_0040,6651,6733,0,0
2024-11-11,SKU_0040,6596,6651,0,0
2024-11-12,SKU_0040,6542,6596,0,0
2024-11-13,SKU_0040,6488,6542,0,0
2024-11-14,SKU_0040,6434,6488,0,0
2024-11-15,SKU_0040,6362,6434,0,0
2024-11-16,SKU_0040,6262,6362,0,0
2024-11-17,SKU_0040,6169,6262,0,0
2024-11-18,SKU_0040,6095,6169,0,0
2024-11-19,SKU_0040,6043,6095,0,0
2024-11-20,SKU_0040,5985,6043,0,0
2024-11-21,SKU_0040,5911,5985,0,0
2024-11-22,SKU_0040,5838,5911,0,0
2024-11-23,SKU_0040,5608,5838,0,0
2024-11-24,SKU_0040,5269,5608,0,0
2024-11-25,SKU_0040,4878,5269,0,0
2024-11-26,SKU_0040,4802,4878,0,0
2024-11-27,SKU_0040,4388,4802,0,0
2024-11-28,SKU_0040,4016,4388,0,0
2024-11-30,SKU_0040,3837,4016,0,0
2024-12-01,SKU_0040,3604,3837,0,0
2024-12-03,SKU_0040,3529,3604,0,0
2024-12-04,SKU_0040,3463,3529,0,0
2024-12-05,SKU_0040,3394,3463,0,0
2024-12-06,SKU_0040,3303,3394,0,0
2024-12-07,SKU_0040,3181,3303,0,0
2024-12-08,SKU_0040,3074,3181,0,0
2024-12-09,SKU_0040,2988,3074,0,0
2024-12-10,SKU_0040,2919,2988,0,0
2024-12-11,SKU_0040,2732,2919,0,0
2024-12-12,SKU_0040,7028,2732,1,4440
2024-12-13,SKU_0040,6881,7028,0,0
2024-12-14,SKU_0040,6684,6881,0,0
2024-12-15,SKU_0040,6432,6684,0,0
2024-12-16,SKU_0040,6339,6432,0,0
2024-12-17,SKU_0040,6257,6339,0,0
2024-12-18,SKU_0040,6167,6257,0,0
2024-12-19,SKU_0040,6102,6167,0,0
2024-12-20,SKU_0040,6017,6102,0,0
2024-12-21,SKU_0040,5893,6017,0,0
2024-12-22,SKU_0040,5773,5893,0,0
2024-12-23,SKU_0040,5678,5773,0,0
2024-12-24,SKU_0040,5413,5678,0,0
2024-12-25,SKU_0040,5190,5413,0,0
2024-12-26,SKU_0040,4936,5190,0,0
2024-12-27,SKU_0040,4849,4936,0,0
2024-12-28,SKU_0040,4729,4849,0,0
2024-12-29,SKU_0040,4636,4729,0,0
2024-12-30,SKU_0040,4444,4636,0,0
2024-12-31,SKU_0040,4279,4444,0,0
2022-01-01,SKU_0041,15351,15756,0,0
2022-01-02,SKU_0041,15166,15351,0,0
2022-01-03,SKU_0041,15005,15166,0,0
2022-01-04,SKU_0041,14791,15005,0,0
2022-01-05,SKU_0041,14622,14791,0,0
2022-01-06,SKU_0041,14449,14622,0,0
2022-01-07,SKU_0041,14225,14449,0,0
2022-01-08,SKU_0041,13991,14225,0,0
2022-01-09,SKU_0041,13774,13991,0,0
2022-01-10,SKU_0041,13596,13774,0,0
2022-01-11,SKU_0041,13377,13596,0,0
2022-01-12,SKU_0041,13196,13377,0,0
2022-01-13,SKU_0041,13003,13196,0,0
2022-01-15,SKU_0041,12759,13003,0,0
2022-01-16,SKU_0041,12555,12759,0,0
2022-01-17,SKU_0041,12310,12555,0,0
2022-01-18,SKU_0041,12057,12310,0,0
2022-01-19,SKU_0041,11837,12057,0,0
2022-01-20,SKU_0041,11609,11837,0,0
2022-01-21,SKU_0041,11427,11609,0,0
2022-01-22,SKU_0041,11191,11427,0,0
2022-01-24,SKU_0041,11011,11191,0,0
2022-01-25,SKU_0041,10753,11011,0,0
2022-01-26,SKU_0041,10490,10753,0,0
2022-01-27,SKU_0041,10221,10490,0,0
2022-01-28,SKU_0041,9969,10221,0,0
2022-01-29,SKU_0041,9770,9969,0,0
2022-01-30,SKU_0041,9515,9770,0,0
2022-01-31,SKU_0041,9247,9515,0,0
2022-02-01,SKU_0041,8923,9247,0,0
2022-02-02,SKU_0041,29175,8923,1,20552
2022-02-03,SKU_0041,28846,29175,0,0
2022-02-04,SKU_0041,28536,28846,0,0
2022-02-05,SKU_0041,28258,28536,0,0
2022-02-06,SKU_0041,27994,28258,0,0
2022-02-07,SKU_0041,27693,27994,0,0
2022-02-08,SKU_0041,27355,27693,0,0
2022-02-09,SKU_0041,27041,27355,0,0
2022-02-11,SKU_0041,26777,27041,0,0
2022-02-12,SKU_0041,26443,26777,0,0
2022-02-13,SKU_0041,26116,26443,0,0
2022-02-14,SKU_0041,25649,26116,0,0
2022-02-15,SKU_0041,25289,25649,0,0
2022-02-16,SKU_0041,25032,25289,0,0
2022-02-17,SKU_0041,24764,25032,0,0
2022-02-18,SKU_0041,24415,24764,0,0
2022-02-19,SKU_0041,24069,24415,0,0
2022-02-20,SKU_0041,23762,24069,0,0
2022-02-21,SKU_0041,23438,23762,0,0
2022-02-22,SKU_0041,23146,23438,0,0
2022-02-23,SKU_0041,22791,23146,0,0
2022-02-24,SKU_0041,22459,22791,0,0
2022-02-25,SKU_0041,22099,22459,0,0
2022-02-26,SKU_0041,21749,22099,0,0
2022-02-27,SKU_0041,21415,21749,0,0
2022-02-28,SKU_0041,21055,21415,0,0
2022-03-01,SKU_0041,20750,21055,0,0
2022-03-02,SKU_0041,20365,20750,0,0
2022-03-03,SKU_0041,20002,20365,0,0
2022-03-04,SKU_0041,19637,20002,0,0
2022-03-05,SKU_0041,19232,19637,0,0
2022-03-06,SKU_0041,18870,19232,0,0
2022-03-07,SKU_0041,17706,18870,0,0
2022-03-08,SKU_0041,17410,17706,0,0
2022-03-09,SKU_0041,17034,17410,0,0
2022-03-10,SKU_0041,15988,17034,0,0
2022-03-11,SKU_0041,14895,15988,0,0
2022-03-12,SKU_0041,13851,14895,0,0
2022-03-13,SKU_0041,13527,13851,0,0
2022-03-14,SKU_0041,13183,13527,0,0
2022-03-15,SKU_0041,12842,13183,0,0
2022-03-16,SKU_0041,12496,12842,0,0
2022-03-17,SKU_0041,12083,12496,0,0
2022-03-18,SKU_0041,11729,12083,0,0
2022-03-19,SKU_0041,11389,11729,0,0
2022-03-20,SKU_0041,11039,11389,0,0
2022-03-21,SKU_0041,10683,11039,0,0
2022-03-22,SKU_0041,10309,10683,0,0
2022-03-23,SKU_0041,9941,10309,0,0
2022-03-24,SKU_0041,9541,9941,0,0
2022-03-25,SKU_0041,9241,9541,0,0
2022-03-26,SKU_0041,8891,9241,0,0
2022-03-27,SKU_0041,29103,8891,1,20552
2022-03-28,SKU_0041,28720,29103,0,0
2022-03-29,SKU_0041,28344,28720,0,0
2022-03-30,SKU_0041,27968,28344,0,0
2022-03-31,SKU_0041,27621,27968,0,0
2022-04-01,SKU_0041,27231,27621,0,0
2022-04-02,SKU_0041,26877,27231,0,0
2022-04-03,SKU_0041,26561,26877,0,0
2022-04-04,SKU_0041,26180,26561,0,0
2022-04-05,SKU_0041,25831,26180,0,0
2022-04-06,SKU_0041,25539,25831,0,0
2022-04-07,SKU_0041,25146,25539,0,0
2022-04-08,SKU_0041,24846,25146,0,0
2022-04-09,SKU_0041,24394,24846,0,0
2022-04-10,SKU_0041,24117,24394,0,0
2022-04-11,SKU_0041,23831,24117,0,0
2022-04-12,SKU_0041,23483,23831,0,0
2022-04-13,SKU_0041,23207,23483,0,0
2022-04-14,SKU_0041,22908,23207,0,0
2022-04-15,SKU_0041,22561,22908,0,0
2022-04-16,SKU_0041,22178,22561,0,0
2022-04-17,SKU_0041,21532,22178,0,0
2022-04-18,SKU_0041,21240,21532,0,0
2022-04-19,SKU_0041,20938,21240,0,0
2022-04-20,SKU_0041,20541,20938,0,0
2022-04-21,SKU_0041,20253,20541,0,0
2022-04-23,SKU_0041,19946,20253,0,0
2022-04-24,SKU_0041,19667,19946,0,0
2022-04-25,SKU_0041,19360,19667,0,0
2022-04-26,SKU_0041,19080,19360,0,0
2022-04-27,SKU_0041,18666,19080,0,0
2022-04-28,SKU_0041,18296,18666,0,0
2022-04-29,SKU_0041,17951,18296,0,0
2022-04-30,SKU_0041,17627,17951,0,0
2022-05-01,SKU_0041,17338,17627,0,0
2022-05-02,SKU_0041,16436,17338,0,0
2022-05-03,SKU_0041,15743,16436,0,0
2022-05-04,SKU_0041,15404,15743,0,0
2022-05-06,SKU_0041,14494,15404,0,0
2022-05-07,SKU_0041,13527,14494,0,0
2022-05-08,SKU_0041,12627,13527,0,0
2022-05-09,SKU_0041,12389,12627,0,0
2022-05-10,SKU_0041,12074,12389,0,0
2022-05-11,SKU_0041,11828,12074,0,0
2022-05-12,SKU_0041,11550,11828,0,0
2022-05-13,SKU_0041,11247,11550,0,0
2022-05-14,SKU_0041,10938,11247,0,0
2022-05-15,SKU_0041,10647,10938,0,0
2022-05-16,SKU_0041,10334,10647,0,0
2022-05-17,SKU_0041,10108,10334,0,0
2022-05-18,SKU_0041,9857,10108,0,0
2022-05-19,SKU_0041,9604,9857,0,0
2022-05-20,SKU_0041,9309,9604,0,0
2022-05-21,SKU_0041,8976,9309,0,0
2022-05-22,SKU_0041,29252,8976,1,20552
2022-05-23,SKU_0041,28940,29252,0,0
2022-05-24,SKU_0041,28615,28940,0,0
2022-05-25,SKU_0041,28303,28615,0,0
2022-05-26,SKU_0041,28058,28303,0,0
